Id;LotFrontage;LotArea;Street;Utilities;Condition1;YearBuilt;Heating;HeatingQC;CentralAir;1stFlrSF;2ndFlrSF;FullBath;HalfBath;BedroomAbvGr;KitchenAbvGr;KitchenQual;TotRmsAbvGrd;GarageCars;GarageArea;MoSold;YrSold;SaleType;SaleCondition;SalePrice
775;110;14226;Pave;AllPub;Norm;2006;GasA;Gd;Y;1973;0;2;0;3;1;Gd;9;3;895;7;2007;New;Partial;395000
776;32;4500;Pave;AllPub;Norm;1998;GasA;Ex;Y;1204;0;2;0;2;1;TA;5;2;412;6;2009;WD;Normal;162000
777;86;11210;Pave;AllPub;Norm;2005;GasA;Ex;Y;1614;0;2;0;3;1;Gd;7;3;865;7;2006;New;Partial;221500
778;100;13350;Pave;AllPub;Norm;1974;GasA;TA;Y;894;0;1;0;3;1;TA;5;2;440;6;2006;WD;Normal;142500
779;60;8400;Pave;AllPub;Feedr;1977;GasA;TA;Y;2020;0;2;0;4;2;TA;10;2;630;10;2007;WD;Normal;144000
780;78;10530;Pave;AllPub;Norm;1977;GasA;TA;Y;1004;0;1;0;2;1;TA;4;2;504;5;2006;WD;Normal;135000
781;63;7875;Pave;AllPub;Norm;1995;GasA;Gd;Y;1253;0;2;0;3;1;TA;6;2;402;6;2007;WD;Normal;176000
782;65;7153;Pave;AllPub;Norm;1992;GasA;Ex;Y;810;793;2;1;3;1;Gd;7;2;484;7;2006;WD;Normal;175900
783;67;16285;Pave;AllPub;Norm;2001;GasA;Ex;Y;1430;0;2;0;3;1;Gd;6;2;605;6;2009;WD;Normal;187100
784;NA;9101;Pave;AllPub;Norm;1978;GasA;Ex;Y;1110;0;1;0;1;1;Gd;4;2;602;7;2009;WD;Normal;165500
785;35;6300;Pave;AllPub;Norm;1914;GasA;Ex;Y;742;742;2;0;3;1;TA;9;0;0;6;2008;WD;Normal;128000
786;NA;9790;Pave;AllPub;Feedr;1967;GasA;TA;Y;1342;0;2;0;3;1;TA;7;2;457;9;2009;WD;Normal;161500
787;60;10800;Pave;AllPub;Artery;1915;GasA;TA;Y;966;686;2;0;4;1;TA;7;1;416;6;2010;WD;Normal;139000
788;76;10142;Pave;AllPub;Norm;2004;GasA;Ex;Y;956;1128;2;1;4;1;Gd;8;2;618;1;2010;WD;Normal;233000
789;50;6000;Pave;AllPub;Norm;1954;GasA;Ex;Y;901;0;1;0;2;1;TA;4;1;281;8;2008;WD;Normal;107900
790;NA;12205;Pave;AllPub;Norm;1966;GasA;Gd;Y;976;1111;2;1;5;1;Gd;9;2;444;7;2007;WD;Normal;187500
791;43;3182;Pave;AllPub;Norm;2005;GasA;Ex;Y;1145;0;2;0;2;1;Gd;5;2;397;9;2009;WD;Normal;160200
792;NA;11333;Pave;AllPub;Norm;1976;GasA;TA;Y;1062;0;1;0;3;1;TA;5;2;539;5;2007;WD;Normal;146800
793;92;9920;Pave;AllPub;Norm;1996;GasA;Ex;Y;1127;886;2;1;3;1;TA;8;2;455;6;2007;WD;Normal;269790
794;76;9158;Pave;AllPub;Norm;2007;GasA;Ex;Y;1496;0;2;0;3;1;Gd;7;2;474;6;2007;New;Partial;225000
795;NA;10832;Pave;AllPub;Norm;1994;GasA;Ex;Y;1086;809;2;1;3;1;Gd;7;2;409;10;2008;WD;Normal;194500
796;70;8400;Pave;AllPub;Norm;1980;GasA;TA;Y;888;676;2;1;3;1;TA;7;2;476;4;2010;WD;Normal;171000
797;71;8197;Pave;AllPub;Norm;1977;GasA;Ex;Y;1285;0;1;1;3;1;TA;7;2;528;4;2007;WD;Normal;143500
798;57;7677;Pave;AllPub;Norm;1953;GasA;Gd;Y;773;0;1;0;2;1;TA;4;1;240;4;2008;WD;Abnorml;110000
799;104;13518;Pave;AllPub;Norm;2008;GasA;Ex;Y;1966;1174;3;1;4;1;Ex;11;3;820;7;2009;New;Partial;485000
800;60;7200;Pave;AllPub;Feedr;1937;GasA;Ex;Y;981;787;1;1;3;1;Gd;7;1;240;6;2007;WD;Normal;175000
801;79;12798;Pave;AllPub;Feedr;1997;GasA;Gd;Y;616;1072;2;1;4;1;Gd;8;2;603;5;2008;WD;Normal;200000
802;40;4800;Pave;AllPub;Norm;1916;GasA;Ex;Y;1196;0;1;0;2;1;TA;5;2;440;7;2007;WD;Normal;109900
803;63;8199;Pave;AllPub;Norm;2005;GasA;Ex;Y;728;728;2;1;3;1;Gd;7;2;410;10;2008;WD;Normal;189000
804;107;13891;Pave;AllPub;Norm;2008;GasA;Ex;Y;1734;1088;3;1;4;1;Ex;12;3;1020;1;2009;New;Partial;582933
805;75;9000;Pave;AllPub;Norm;1954;GasA;TA;Y;1128;0;1;0;2;1;TA;5;1;286;6;2006;WD;Family;118000
806;91;12274;Pave;AllPub;Norm;2008;GasA;Ex;Y;1428;0;2;0;3;1;Ex;6;2;554;7;2008;New;Partial;227680
807;75;9750;Pave;AllPub;Norm;1967;GasA;Gd;Y;980;0;2;0;3;1;TA;6;1;384;10;2006;WD;Normal;135500
808;144;21384;Pave;AllPub;Norm;1923;GasA;Ex;Y;1072;504;1;1;3;1;Gd;6;2;528;5;2009;WD;Normal;223500
809;85;13400;Pave;AllPub;Norm;1966;GasA;TA;Y;1086;0;1;0;3;1;TA;6;2;484;6;2006;WD;Normal;159950
810;90;8100;Pave;AllPub;Norm;1898;GasA;TA;N;1075;1063;2;0;2;3;TA;11;2;360;11;2009;WD;Normal;106000
811;78;10140;Pave;AllPub;Norm;1974;GasA;Fa;Y;1309;0;1;1;3;1;Gd;5;2;484;1;2006;WD;Normal;181000
812;NA;4438;Pave;AllPub;Norm;2004;GasA;Ex;Y;848;0;1;0;1;1;Gd;4;2;420;6;2008;ConLD;Normal;144500
813;66;8712;Grvl;AllPub;Norm;1952;GasA;TA;N;1044;0;1;0;2;1;Fa;4;2;504;6;2010;WD;Alloca;55993
814;75;9750;Pave;AllPub;Norm;1958;GasA;Gd;Y;1442;0;1;1;4;1;TA;7;1;301;4;2007;COD;Normal;157900
815;45;8248;Pave;AllPub;Norm;1918;GasW;Gd;Y;686;564;1;1;3;1;Fa;7;1;280;7;2006;WD;Normal;116000
816;48;12137;Pave;AllPub;Norm;1998;GasA;Ex;Y;1661;0;2;0;3;1;Gd;6;2;598;5;2010;WD;Normal;224900
817;NA;11425;Pave;AllPub;Norm;1954;GasA;Gd;Y;1008;0;1;0;2;1;TA;4;1;275;7;2006;WD;Normal;137000
818;NA;13265;Pave;AllPub;Norm;2002;GasA;Ex;Y;1689;0;2;0;3;1;Gd;7;3;857;7;2008;WD;Normal;271000
819;80;8816;Pave;AllPub;Norm;1971;GasA;Gd;Y;1052;0;1;0;3;1;TA;6;2;440;6;2010;WD;Normal;155000
820;44;6371;Pave;AllPub;Norm;2009;GasA;Ex;Y;1358;0;2;0;2;1;Gd;6;2;484;6;2010;New;Partial;224000
821;72;7226;Pave;AllPub;Norm;2003;GasA;Ex;Y;798;842;2;1;3;1;Gd;6;2;595;6;2008;WD;Normal;183000
822;60;6000;Pave;AllPub;Norm;1953;GasA;TA;N;936;0;1;0;2;1;TA;4;2;576;2;2009;WD;Normal;93000
823;NA;12394;Pave;AllPub;Norm;2003;GasA;Ex;Y;847;886;2;1;3;1;Gd;7;2;433;10;2007;WD;Family;225000
824;60;9900;Pave;AllPub;Norm;1940;GasA;TA;Y;944;545;2;0;3;1;TA;7;1;240;7;2009;WD;Normal;139500
825;81;11216;Pave;AllPub;Norm;2006;GasA;Ex;Y;1489;0;2;0;3;1;Gd;7;2;776;6;2006;New;Partial;232600
826;114;14803;Pave;AllPub;PosN;2007;GasA;Ex;Y;2084;0;2;0;2;1;Ex;7;3;1220;6;2008;New;Partial;385000
827;50;6130;Pave;AllPub;Norm;1924;GasA;Gd;Y;784;0;1;0;2;1;Gd;5;0;0;5;2008;WD;Normal;109500
828;65;8529;Pave;AllPub;Norm;2001;GasA;Ex;Y;1434;0;2;0;3;1;Gd;6;2;527;4;2009;WD;Normal;189000
829;NA;28698;Pave;AllPub;Norm;1967;GasA;TA;Y;1160;966;2;1;3;1;TA;7;2;538;6;2009;WD;Abnorml;185000
830;24;2544;Pave;AllPub;Norm;2005;GasA;Ex;Y;520;623;2;1;2;1;Gd;4;2;480;7;2006;WD;Normal;147400
831;80;11900;Pave;AllPub;Norm;1957;GasA;TA;Y;1392;0;1;1;3;1;TA;6;2;458;6;2008;WD;Normal;166000
832;30;3180;Pave;AllPub;Norm;2005;GasA;Ex;Y;520;600;2;1;2;1;Gd;4;2;480;6;2006;WD;Normal;151000
833;44;9548;Pave;AllPub;Norm;2003;GasA;Ex;Y;941;888;2;1;3;1;Gd;7;2;613;1;2010;WD;Normal;237000
834;100;10004;Pave;AllPub;Norm;1964;GasA;TA;Y;1516;0;1;1;3;1;TA;6;2;472;2;2009;WD;Normal;167000
835;75;7875;Pave;AllPub;Norm;1961;GasA;Gd;Y;1144;0;1;0;3;1;TA;6;2;456;9;2008;WD;Normal;139950
836;60;9600;Pave;AllPub;Norm;1950;GasA;TA;Y;1067;0;2;0;2;1;Gd;4;2;436;2;2010;WD;Normal;128000
837;90;8100;Pave;AllPub;Norm;1948;GasA;Gd;Y;1559;0;1;0;2;1;TA;5;2;812;6;2007;COD;Normal;153500
838;21;1680;Pave;AllPub;Norm;1973;GasA;TA;Y;483;504;1;1;2;1;TA;5;1;264;11;2008;WD;Normal;100000
839;75;9525;Pave;AllPub;Norm;1995;GasA;Ex;Y;1099;0;1;1;3;1;Gd;6;1;352;6;2008;WD;Normal;144000
840;70;11767;Pave;AllPub;Norm;1946;GasA;Ex;Y;768;432;1;0;3;1;TA;6;1;240;5;2008;WD;Normal;130500
841;NA;12155;Pave;AllPub;Norm;1925;GasA;TA;N;810;672;2;0;4;1;Fa;7;1;400;3;2008;WD;Normal;140000
842;60;10440;Pave;AllPub;Norm;1904;GasA;Gd;Y;958;581;2;0;3;1;Gd;8;2;686;6;2008;WD;Normal;157500
843;82;9020;Pave;AllPub;Norm;1966;GasA;TA;Y;1165;0;1;1;3;1;TA;6;2;490;5;2008;WD;Normal;174900
844;80;8000;Pave;AllPub;Artery;1961;GasA;Ex;N;1800;0;2;0;6;2;TA;10;0;0;7;2007;WD;Normal;141000
845;100;12665;Pave;AllPub;Artery;1915;GasA;Gd;Y;876;540;1;1;4;1;TA;7;3;720;6;2008;WD;Normal;153900
846;NA;16647;Pave;AllPub;RRAe;1975;GasA;TA;Y;1701;0;2;0;3;1;TA;6;2;611;1;2007;WD;Normal;171000
847;75;9317;Pave;AllPub;Norm;1993;GasA;Ex;Y;1006;769;2;1;3;1;Gd;7;2;425;7;2009;WD;Normal;213000
848;36;15523;Pave;AllPub;Norm;1972;GasA;Ex;Y;864;0;1;0;3;1;TA;5;1;338;8;2009;WD;Normal;133500
849;75;45600;Pave;AllPub;Norm;1908;GasA;TA;Y;1307;1051;3;0;5;1;TA;10;2;360;9;2008;WD;Normal;240000
850;80;9600;Pave;AllPub;Feedr;1976;GasA;Ex;Y;1094;761;2;1;3;1;TA;7;2;512;8;2007;WD;Normal;187000
851;36;4435;Pave;AllPub;Norm;2003;GasA;Ex;Y;848;0;1;0;1;1;Gd;3;2;420;11;2007;WD;Normal;131500
852;NA;3196;Pave;AllPub;Norm;2003;GasA;Ex;Y;1456;0;2;0;2;1;Gd;7;2;400;5;2006;WD;Normal;215000
853;53;7128;Pave;AllPub;Norm;1941;GasA;Gd;Y;918;728;2;0;4;1;TA;7;1;240;8;2007;WD;Normal;164000
854;NA;12095;Pave;AllPub;Norm;1964;GasA;TA;Y;1445;0;1;1;3;1;TA;7;2;645;8;2009;WD;Normal;158000
855;102;17920;Pave;AllPub;Norm;1955;GasA;TA;Y;1779;0;1;1;3;1;TA;6;2;454;7;2006;WD;Abnorml;170000
856;NA;6897;Pave;AllPub;Norm;1962;GasA;Ex;Y;1040;0;1;1;3;1;TA;6;1;260;4;2010;WD;Normal;127000
857;NA;10970;Pave;AllPub;Norm;1978;GasA;TA;Y;1026;0;1;0;3;1;TA;5;2;576;10;2008;WD;Normal;147000
858;65;8125;Pave;AllPub;Norm;1994;GasA;Gd;Y;702;779;2;1;3;1;TA;6;2;343;3;2009;WD;Normal;174000
859;80;10400;Pave;AllPub;Norm;1976;GasA;TA;Y;1370;0;2;0;3;1;TA;6;2;479;6;2009;WD;Family;152000
860;NA;11029;Pave;AllPub;PosA;1968;GasA;TA;Y;1512;1142;2;1;4;1;Gd;9;2;619;8;2006;WD;Normal;250000
861;55;7642;Pave;AllPub;Norm;1918;GasA;Gd;Y;912;514;1;1;3;1;Gd;7;1;216;6;2007;WD;Normal;189950
862;75;11625;Pave;AllPub;Norm;1965;GasA;Ex;Y;1039;0;1;1;3;1;TA;6;2;504;4;2010;WD;Normal;131500
863;81;9672;Pave;AllPub;Norm;1984;GasA;TA;Y;1097;0;2;0;3;1;TA;6;2;480;5;2010;WD;Normal;152000
864;70;7931;Pave;AllPub;Norm;1959;GasA;TA;Y;1148;0;1;0;3;1;TA;6;1;672;7;2009;WD;Normal;132500
865;72;8640;Pave;AllPub;Norm;2007;GasA;Ex;Y;1372;0;2;0;3;1;Gd;6;2;529;5;2008;New;Partial;250580
866;NA;8750;Pave;AllPub;Norm;1970;GasA;TA;Y;1002;0;1;0;3;1;TA;5;2;902;8;2009;WD;Normal;148500
867;67;10656;Pave;AllPub;Norm;2006;GasA;Ex;Y;1646;0;2;0;3;1;Gd;6;3;870;11;2007;New;Partial;248900
868;85;6970;Pave;AllPub;Feedr;1961;GasA;TA;Y;1120;0;1;1;3;1;Fa;5;2;544;5;2007;WD;Normal;129000
869;NA;14762;Pave;AllPub;Feedr;1948;GasA;Gd;Y;1547;720;2;0;2;1;TA;7;2;672;5;2006;WD;Normal;169000
870;80;9938;Pave;AllPub;Norm;1993;GasA;Ex;Y;1062;887;2;1;3;1;Gd;8;2;574;6;2010;WD;Normal;236000
871;60;6600;Pave;AllPub;PosN;1962;GasA;Gd;N;894;0;1;0;2;1;TA;5;1;308;8;2009;WD;Normal;109500
872;70;8750;Pave;AllPub;Norm;1998;GasA;Ex;Y;804;878;2;1;3;1;Gd;7;2;523;6;2010;WD;Normal;200500
873;74;8892;Pave;AllPub;Norm;1953;GasA;Gd;Y;910;0;1;0;3;1;Gd;5;2;414;10;2008;WD;Normal;116000
874;60;12144;Pave;AllPub;Norm;1949;GasA;Gd;Y;1036;0;1;0;3;1;TA;6;1;288;9;2009;WD;Normal;133000
875;52;5720;Pave;AllPub;Artery;1941;GasA;Ex;Y;676;455;1;1;3;1;TA;5;1;200;8;2009;WD;Abnorml;66500
876;75;9000;Pave;AllPub;Norm;2007;GasA;Ex;Y;1184;1426;2;1;4;1;Ex;11;2;550;8;2007;New;Partial;303477
877;94;25286;Pave;AllPub;Norm;1963;GasA;Gd;Y;1040;0;1;0;3;1;TA;5;2;648;1;2007;WD;Normal;132250
878;74;8834;Pave;AllPub;Norm;2004;GasA;Ex;Y;1462;762;2;1;4;1;Ex;10;3;738;6;2009;WD;Normal;350000
879;88;11782;Pave;AllPub;Norm;1961;GasA;TA;Y;1155;0;1;0;3;1;Gd;6;2;576;6;2010;WD;Normal;148000
880;NA;7000;Pave;AllPub;Norm;1978;GasA;Ex;Y;864;0;1;0;3;1;TA;6;1;336;7;2009;WD;Normal;136500
881;60;7024;Pave;AllPub;Norm;2005;GasA;Gd;Y;1090;0;1;1;2;1;TA;5;2;450;6;2007;WD;Normal;157000
882;44;13758;Pave;AllPub;Norm;1990;GasA;Ex;Y;1187;530;2;1;3;1;Gd;7;2;400;4;2007;WD;Normal;187500
883;NA;9636;Pave;AllPub;Norm;1992;GasA;Gd;Y;808;785;2;1;3;1;TA;7;2;389;12;2009;WD;Normal;178000
884;60;6204;Pave;AllPub;Norm;1912;GasA;TA;N;954;795;1;0;5;1;TA;10;1;440;3;2006;WD;Normal;118500
885;65;7150;Pave;AllPub;Norm;1967;GasA;TA;Y;892;0;1;0;3;1;TA;5;1;288;7;2009;WD;Normal;100000
886;50;5119;Pave;AllPub;Norm;1999;GasA;Ex;Y;1709;0;2;0;2;1;Gd;5;2;506;1;2008;CWD;Abnorml;328900
887;70;8393;Pave;AllPub;Norm;1959;GasA;Ex;Y;1712;0;2;0;4;2;TA;8;2;588;6;2006;WD;Family;145000
888;59;16466;Pave;AllPub;Norm;1955;GasA;TA;Y;872;521;1;1;3;1;TA;8;1;300;4;2008;WD;Normal;135500
889;95;15865;Pave;AllPub;Norm;1970;GasA;Ex;Y;2217;0;2;0;4;1;Gd;8;2;621;10;2007;WD;Normal;268000
890;128;12160;Pave;AllPub;Feedr;1953;GasA;Ex;Y;1505;0;1;0;2;1;TA;6;2;505;2;2009;WD;Normal;149500
891;60;8064;Pave;AllPub;Artery;1949;GasA;Ex;Y;672;252;1;0;3;1;TA;6;2;576;7;2007;WD;Normal;122900
892;70;11184;Pave;AllPub;Norm;1978;GasA;Gd;Y;918;765;2;1;3;1;TA;7;2;440;7;2009;WD;Normal;172500
893;70;8414;Pave;AllPub;Norm;1963;GasA;TA;Y;1068;0;1;0;3;1;TA;6;1;264;2;2006;WD;Normal;154500
894;NA;13284;Pave;AllPub;PosN;1954;GasA;TA;Y;1383;0;1;0;3;1;TA;6;1;354;6;2008;WD;Normal;165000
895;64;7018;Pave;AllPub;Norm;1979;GasA;TA;Y;1535;0;2;0;4;2;TA;8;2;400;6;2009;WD;Alloca;118858
896;71;7056;Pave;AllPub;Norm;1963;GasA;TA;Y;983;813;1;1;4;1;TA;8;2;483;10;2008;WD;Normal;140000
897;50;8765;Pave;AllPub;Norm;1936;GasA;Ex;N;951;0;1;0;2;1;TA;6;1;327;4;2006;WD;Abnorml;106500
898;64;7018;Pave;AllPub;Feedr;1979;GasA;TA;Y;1120;1120;2;0;6;2;TA;12;2;528;6;2009;WD;Alloca;142953
899;100;12919;Pave;AllPub;Norm;2009;GasA;Ex;Y;2364;0;2;1;2;1;Ex;11;3;820;3;2010;New;Partial;611657
900;65;6993;Pave;AllPub;Feedr;1961;GasA;TA;Y;1236;0;1;0;3;1;TA;6;1;288;6;2006;WD;Normal;135000
901;NA;7340;Pave;AllPub;Norm;1971;GasA;TA;Y;858;0;1;0;2;1;TA;4;1;684;6;2007;WD;Normal;110000
902;64;8712;Pave;AllPub;Norm;1957;GasA;TA;Y;1306;0;1;0;2;1;TA;5;1;756;5;2009;WD;Normal;153000
903;63;7875;Pave;AllPub;Norm;2003;GasA;Ex;Y;807;702;2;1;3;1;Gd;8;2;393;7;2006;WD;Normal;180000
904;50;14859;Pave;AllPub;Norm;2006;GasA;Ex;Y;1670;0;2;0;3;1;Gd;7;3;690;8;2006;New;Partial;240000
905;NA;6173;Pave;AllPub;Norm;1967;GasA;TA;Y;902;0;1;0;3;1;TA;6;1;288;8;2007;WD;Normal;125500
906;80;9920;Pave;AllPub;Norm;1954;GasA;TA;Y;1063;0;1;0;3;1;TA;6;1;280;2;2010;WD;Normal;128000
907;116;13501;Pave;AllPub;Norm;2006;GasA;Ex;Y;1636;0;2;0;3;1;Gd;8;3;865;6;2007;WD;Normal;255000
908;86;11500;Pave;AllPub;Norm;1936;GasA;Gd;Y;1020;1037;1;1;3;1;Gd;6;1;180;6;2006;WD;Normal;250000
909;NA;8885;Pave;AllPub;Norm;1983;GasA;TA;Y;902;0;1;0;2;1;TA;5;2;484;6;2006;WD;Normal;131000
910;149;12589;Pave;AllPub;Norm;2005;GasA;Ex;Y;742;742;2;1;3;1;Gd;8;2;390;6;2009;WD;Normal;174000
911;80;11600;Pave;AllPub;Feedr;1960;GasA;TA;Y;1105;1169;2;0;5;2;TA;12;2;480;1;2010;WD;Normal;154300
912;NA;9286;Pave;AllPub;Norm;1977;GasA;TA;Y;1268;0;1;1;3;1;Gd;5;1;252;10;2009;WD;Normal;143500
913;51;6120;Pave;AllPub;Norm;1925;GasA;TA;N;1015;0;1;0;3;1;TA;6;1;450;7;2006;WD;Abnorml;88000
914;82;6270;Pave;AllPub;Norm;1949;GasA;TA;N;1001;1001;2;0;4;2;TA;8;3;871;8;2007;WD;Normal;145000
915;30;3000;Pave;AllPub;Norm;2009;GasA;Ex;Y;612;612;2;1;2;1;Gd;4;2;528;6;2009;New;Partial;173733
916;21;2001;Pave;AllPub;Norm;1970;GasA;Fa;Y;546;546;1;1;3;1;TA;6;1;286;1;2007;WD;Normal;75000
917;50;9000;Pave;AllPub;Norm;1949;GasA;TA;N;480;0;0;0;1;1;TA;4;1;308;10;2006;WD;Abnorml;35311
918;NA;17140;Pave;AllPub;Norm;1956;GasA;Ex;Y;1229;0;1;0;3;1;TA;6;1;284;4;2009;WD;Normal;135000
919;103;13125;Pave;AllPub;Norm;1991;GasA;Ex;Y;912;1215;2;1;4;1;Gd;8;3;833;11;2007;WD;Normal;238000
920;87;11029;Pave;AllPub;Norm;1958;GasA;Ex;Y;1414;0;1;0;3;1;TA;6;2;601;5;2008;WD;Normal;176500
921;70;8462;Pave;AllPub;Norm;1994;GasA;Ex;Y;936;785;2;1;3;1;Gd;7;2;471;7;2007;WD;Normal;201000
922;67;8777;Pave;AllPub;Feedr;1900;GasA;Gd;Y;1272;928;2;2;4;2;TA;9;0;0;9;2008;WD;Normal;145900
923;65;10237;Pave;AllPub;RRAn;2005;GasA;Ex;Y;1316;0;2;0;3;1;Gd;6;2;397;10;2006;New;Partial;169990
924;50;8012;Pave;AllPub;Norm;1993;GasA;Ex;Y;1617;0;2;0;2;1;Gd;5;2;533;7;2008;WD;Normal;193000
925;79;10240;Pave;AllPub;Norm;1980;GasA;TA;Y;1686;0;2;0;3;1;TA;7;2;612;5;2006;WD;Normal;207500
926;NA;15611;Pave;AllPub;Norm;1977;GasA;TA;Y;1126;0;2;0;3;1;Ex;6;2;540;3;2008;WD;Abnorml;175000
927;93;11999;Pave;AllPub;Norm;2003;GasA;Ex;Y;1234;1140;2;1;4;1;Ex;10;3;656;5;2007;WD;Normal;285000
928;NA;9900;Pave;AllPub;Feedr;1968;GasA;Gd;Y;1098;880;2;1;4;1;TA;9;2;486;4;2008;WD;Normal;176000
929;NA;11838;Pave;AllPub;Norm;2001;GasA;Ex;Y;1788;0;2;0;3;1;Ex;7;2;522;6;2009;WD;Normal;236500
930;NA;13006;Pave;AllPub;Norm;1997;GasA;Gd;Y;993;1243;2;1;4;1;Gd;8;2;642;11;2006;WD;Normal;222000
931;73;8925;Pave;AllPub;Norm;2007;GasA;Ex;Y;1466;0;2;0;3;1;Gd;7;3;610;7;2009;WD;Normal;201000
932;70;9100;Pave;AllPub;Norm;1965;GasA;Ex;Y;925;0;1;0;2;1;TA;5;1;429;7;2009;WD;Normal;117500
933;84;11670;Pave;AllPub;RRNn;2006;GasA;Ex;Y;1905;0;2;0;3;1;Ex;8;3;788;3;2007;WD;Normal;320000
934;63;8487;Pave;AllPub;Norm;2004;GasA;Ex;Y;1500;0;2;0;3;1;Gd;6;2;570;8;2009;WD;Normal;190000
935;313;27650;Pave;AllPub;PosA;1960;GasA;Ex;Y;2069;0;2;0;4;1;Gd;9;2;505;11;2008;WD;Normal;242000
936;52;5825;Pave;AllPub;Norm;1926;GasA;Gd;Y;747;0;1;0;1;1;TA;5;2;528;6;2006;WD;Normal;79900
937;67;10083;Pave;AllPub;Norm;2003;GasA;Ex;Y;1200;0;2;0;2;1;Gd;5;2;555;8;2009;WD;Normal;184900
938;75;9675;Pave;AllPub;Norm;2005;GasA;Ex;Y;1113;858;2;1;3;1;Gd;8;2;689;2;2009;WD;Normal;253000
939;73;8760;Pave;AllPub;Norm;2006;GasA;Ex;Y;1391;571;2;1;3;1;Gd;7;3;868;8;2006;New;Partial;239799
940;NA;24090;Pave;AllPub;Norm;1940;GasA;Ex;Y;1207;1196;2;0;4;1;TA;10;1;349;6;2010;COD;Normal;244400
941;55;12640;Pave;AllPub;Norm;1976;GasA;TA;Y;1728;0;2;0;4;2;TA;8;2;574;7;2006;WD;Normal;150900
942;NA;8755;Pave;AllPub;RRNn;1999;GasA;Ex;Y;1022;1038;2;1;3;1;Gd;8;2;390;6;2009;WD;Normal;214000
943;42;7711;Pave;AllPub;Norm;1977;GasA;TA;Y;1440;0;2;0;4;2;TA;8;0;0;8;2007;Oth;Abnorml;150000
944;100;25000;Pave;AllPub;Norm;1967;GasA;TA;Y;1632;0;2;0;4;2;TA;8;2;576;6;2007;WD;Normal;143000
945;NA;14375;Pave;NoSeWa;Norm;1958;GasA;Gd;Y;1344;0;1;0;3;1;Gd;7;2;525;1;2009;COD;Abnorml;137500
946;98;8820;Pave;AllPub;Norm;1890;GasA;TA;Y;1188;561;1;0;2;1;TA;7;2;456;9;2009;WD;Normal;124900
947;70;8163;Pave;AllPub;Norm;1959;GasA;TA;Y;1144;0;1;0;3;1;TA;6;1;796;3;2006;WD;Normal;143000
948;85;14536;Pave;AllPub;Norm;2002;GasA;Ex;Y;1629;0;2;0;3;1;Gd;9;3;808;11;2007;WD;Normal;270000
949;65;14006;Pave;AllPub;Norm;2002;GasA;Ex;Y;936;840;2;1;3;1;Gd;7;2;474;2;2006;WD;Normal;192500
950;78;9360;Pave;AllPub;Norm;1972;GasA;TA;Y;1381;0;1;1;3;1;Gd;5;2;676;3;2010;WD;Normal;197500
951;60;7200;Pave;AllPub;Norm;1950;GasA;Gd;Y;864;0;1;0;3;1;Gd;5;2;720;7;2007;WD;Normal;129000
952;60;7800;Pave;AllPub;Norm;1965;GasA;Gd;Y;965;0;1;0;3;1;TA;6;1;300;7;2006;WD;Abnorml;119900
953;60;7200;Pave;AllPub;Norm;1972;GasA;Gd;Y;768;0;1;0;2;1;TA;5;1;396;4;2009;WD;Normal;133900
954;NA;11075;Pave;AllPub;Norm;1969;GasA;Ex;Y;1168;800;2;1;4;1;TA;7;2;530;9;2008;WD;Normal;172000
955;35;9400;Pave;AllPub;Norm;1975;GasA;TA;Y;980;0;2;0;4;0;TA;4;0;0;10;2006;WD;AdjLand;127500
956;82;7136;Pave;AllPub;Norm;1946;GasA;TA;N;979;979;2;0;4;2;TA;8;2;492;8;2007;WD;Normal;145000
957;24;1300;Pave;AllPub;Norm;1980;GasA;TA;Y;561;668;1;1;2;1;TA;5;2;462;5;2009;WD;Normal;124000
958;70;7420;Pave;AllPub;Norm;1962;GasA;TA;Y;1057;0;1;0;3;1;TA;6;2;576;4;2007;WD;Normal;132000
959;65;8450;Pave;AllPub;Norm;2003;GasA;Ex;Y;1337;0;2;0;3;1;Gd;6;2;531;10;2007;WD;Normal;185000
960;24;2572;Pave;AllPub;Norm;1999;GasA;Ex;Y;696;720;2;1;3;1;Gd;6;2;484;5;2010;WD;Normal;155000
961;50;7207;Pave;AllPub;Norm;1958;GasA;Gd;Y;858;0;1;0;2;1;TA;4;0;0;2;2010;WD;Normal;116500
962;NA;12227;Pave;AllPub;PosN;1977;GasA;TA;Y;1542;1330;2;1;4;1;TA;11;2;619;7;2008;WD;Normal;272000
963;24;2308;Pave;AllPub;Norm;1976;GasA;TA;Y;804;744;2;1;3;1;Gd;7;2;440;7;2007;WD;Normal;155000
964;122;11923;Pave;AllPub;Norm;2007;GasA;Ex;Y;1800;0;2;0;2;1;Ex;7;2;702;5;2009;WD;Normal;239000
965;80;11316;Pave;AllPub;Norm;2002;GasA;Ex;Y;824;1070;2;1;4;1;Gd;8;2;510;2;2010;WD;Normal;214900
966;65;10237;Pave;AllPub;RRAn;2005;GasA;Ex;Y;783;701;2;1;3;1;Gd;8;2;393;7;2007;New;Partial;178900
967;130;9600;Pave;AllPub;Norm;1940;GasA;Ex;Y;976;332;1;1;2;1;TA;7;1;256;6;2009;WD;Normal;160000
968;NA;7390;Pave;AllPub;Norm;1955;GasA;TA;Y;1098;0;1;0;3;1;TA;6;1;260;7;2008;WD;Normal;135000
